ShowID	ProviderID	ProviderShowID	ShowURL	CostType	CostCurrencyID	CostAmount	CostDescription	RentalHours
724	movieflix	movieflix724	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
725	movieflix	movieflix725	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
726	movieflix	movieflix726	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
729	movieflix	movieflix729	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
730	movieflix	movieflix730	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
731	movieflix	movieflix731	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
732	movieflix	movieflix732	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
733	cinemanow	cinemanow733	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
733	movieflix	movieflix733	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
734	movieflix	movieflix734	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
735	movieflix	movieflix735	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
74	movieflix	movieflix74	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
75	movieflix	movieflix75	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
751	movieflix	movieflix751	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
752	movieflix	movieflix752	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
753	movieflix	movieflix753	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
754	movieflix	movieflix754	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
755	movieflix	movieflix755	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
756	movieflix	movieflix756	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
757	movieflix	movieflix757	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
758	movieflix	movieflix758	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
759	movieflix	movieflix759	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
76	movieflix	movieflix76	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
760	movieflix	movieflix760	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
761	movieflix	movieflix761	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
762	movieflix	movieflix762	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
763	movieflix	movieflix763	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
764	movieflix	movieflix764	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
765	movieflix	movieflix765	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
766	movieflix	movieflix766	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
767	movieflix	movieflix767	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
768	movieflix	movieflix768	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
769	movieflix	movieflix769	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
77	movieflix	movieflix77	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
770	movieflix	movieflix770	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
771	movieflix	movieflix771	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
772	movieflix	movieflix772	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
773	movieflix	movieflix773	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
774	movieflix	movieflix774	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
775	movieflix	movieflix775	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
776	movieflix	movieflix776	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
777	cinemanow	cinemanow777	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
777	movieflix	movieflix777	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
778	movieflix	movieflix778	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
779	movieflix	movieflix779	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
78	movieflix	movieflix78	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
780	movieflix	movieflix780	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
781	movieflix	movieflix781	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
782	movieflix	movieflix782	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
783	movieflix	movieflix783	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
784	movieflix	movieflix784	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
785	movieflix	movieflix785	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
786	movieflix	movieflix786	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
787	cinemanow	cinemanow787	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
787	movieflix	movieflix787	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
788	movieflix	movieflix788	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
789	movieflix	movieflix789	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
79	movieflix	movieflix79	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
790	movieflix	movieflix790	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
791	movieflix	movieflix791	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
792	movieflix	movieflix792	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
793	movieflix	movieflix793	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
795	movieflix	movieflix795	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
8	movieflix	movieflix8	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
80	movieflix	movieflix80	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
81	movieflix	movieflix81	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
826	movieflix	movieflix826	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
828	movieflix	movieflix828	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
829	movieflix	movieflix829	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
83	movieflix	movieflix83	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
830	movieflix	movieflix830	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
831	movieflix	movieflix831	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
832	movieflix	movieflix832	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
833	movieflix	movieflix833	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
834	movieflix	movieflix834	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
835	movieflix	movieflix835	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
836	movieflix	movieflix836	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
837	movieflix	movieflix837	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
838	movieflix	movieflix838	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
839	movieflix	movieflix839	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
840	movieflix	movieflix840	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
841	movieflix	movieflix841	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
843	movieflix	movieflix843	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
844	movieflix	movieflix844	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
845	movieflix	movieflix845	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
846	movieflix	movieflix846	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
847	movieflix	movieflix847	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
848	movieflix	movieflix848	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
849	movieflix	movieflix849	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
850	cinemanow	cinemanow850	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
850	movieflix	movieflix850	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
851	movieflix	movieflix851	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
852	movieflix	movieflix852	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
853	movieflix	movieflix853	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
854	movieflix	movieflix854	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
855	movieflix	movieflix855	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
856	movieflix	movieflix856	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
857	movieflix	movieflix857	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
858	movieflix	movieflix858	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
859	movieflix	movieflix859	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
860	movieflix	movieflix860	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
861	movieflix	movieflix861	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
862	movieflix	movieflix862	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
863	movieflix	movieflix863	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
864	movieflix	movieflix864	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
865	movieflix	movieflix865	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
866	movieflix	movieflix866	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
867	movieflix	movieflix867	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
868	movieflix	movieflix868	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
869	movieflix	movieflix869	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
870	movieflix	movieflix870	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
9	movieflix	movieflix9	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
90	movieflix	movieflix90	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
901	movieflix	movieflix901	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
902	movieflix	movieflix902	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
903	movieflix	movieflix903	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
904	movieflix	movieflix904	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
905	movieflix	movieflix905	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
906	movieflix	movieflix906	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
907	movieflix	movieflix907	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
908	movieflix	movieflix908	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
909	movieflix	movieflix909	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
910	movieflix	movieflix910	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
911	movieflix	movieflix911	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
913	movieflix	movieflix913	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
914	movieflix	movieflix914	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
915	movieflix	movieflix915	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
916	movieflix	movieflix916	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
917	movieflix	movieflix917	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
918	movieflix	movieflix918	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
919	movieflix	movieflix919	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
920	movieflix	movieflix920	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
921	movieflix	movieflix921	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
922	movieflix	movieflix922	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
923	movieflix	movieflix923	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
924	movieflix	movieflix924	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
925	cinemanow	cinemanow925	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
925	movieflix	movieflix925	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
926	movieflix	movieflix926	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
927	movieflix	movieflix927	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
928	movieflix	movieflix928	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
929	movieflix	movieflix929	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
930	movieflix	movieflix930	http://www.unknown.com	PayPerView	USD	4.95	$4.95	48
