ShowCategoryID	ShowID	CategoryID
D6E11210-9BC3-4DD2-B2DA-CD8269DCC98B	1114	classics
F2CE3718-C0B0-4E3E-B232-F856042E2F73	1115	classics
511BAB34-D109-4BA8-8688-85B708AC2288	1116	classics
4B33B041-49D1-4B57-9DEA-F0FD7E64E5CD	1117	classics
6C459AFB-2DB7-4257-A7A5-C4F13C39C3EA	1118	classics
6BF3C4B2-6C88-404F-9FEB-C635ED980990	1119	classics
F8634DC7-D6D8-4542-82C3-145C35C50940	1121	western
769580E1-2D17-4190-823F-EF2B11F32E1D	1122	western
88E08D73-7850-459E-8A6E-C95459EB64E9	1123	western
80E15A17-E7B0-43B5-A180-156CDD2BC3BA	1125	scifi
12A5A26C-7147-499B-8AAE-3423E6633AE6	1126	comedy
9F07FB9B-B330-4936-884A-BCA6E2D90800	1127	action
81EC44D3-5B5B-4955-B193-547497CB1BF3	1128	western
79E316CF-9A6C-437B-8F8A-F86842B9C853	1129	comedy
B7793F03-0829-4572-9E4E-DA15C314B647	1130	thriller
74FEFFEE-7A72-4B75-A0CC-600C510EFDD0	1131	thriller
D7B9D04F-E9E9-43B9-A0CD-6847AAEF4867	1132	thriller
76155DF9-17B1-40BD-974B-49AFAD096EC8	1133	thriller
A128B925-44C1-4AC5-B98A-75EF238F8F39	1134	thriller
355F565D-A949-49AC-A2FC-43551F3A4601	1135	thriller
50DE5A49-5600-4147-AA52-ED894ED79D05	1136	thriller
98B3A47E-140A-4B87-8829-E75F92010DA1	1138	drama
584BBA7E-D58A-470E-822E-392D1FF0B503	1139	thriller
